ISSN,EISSN,中科院分区
1449-9320,2207-2802,4
2475-0158,2475-0166,4
1446-7887,1446-8107,4
2514-8281,,4
0103-5053,1678-4790,4
1678-5878,1806-3691,4
0068-1288,1747-6704,3
2516-3957,,4
0007-1773,2332-0486,2
1719-8429,,4
1488-2159,,4
1708-6892,,4
1882-0743,1348-6535,4
0253-5106,,4
0717-9707,,4
0009-4536,2192-6549,4
0253-3839,2158-7299,4
1726-4901,1728-7731,4
0257-9731,,4
2154-4727,2159-9807,2
0886-3520,,4
1945-760X,1945-7618,4
0275-1275,1553-0620,1
0022-4995,1568-5209,1
2199-6776,2199-6784,3
2212-828X,2212-8298,3
1110-0362,2589-0409,4
2090-0686,2314-6648,4
2090-262X,,3
0013-4651,1945-7111,4
2472-1972,,3
1743-9671,1746-0220,2
2651-3579,,4
0926-9959,1468-3083,2
0955-2219,1873-619X,2
1542-4766,1542-4774,2
1435-9855,,1
1990-2573,,4
0022-5002,1938-3711,4
0023-6152,,4
1300-1884,1304-4915,4
0929-6646,1876-0821,3
0016-0032,1879-2693,3
0350-7599,1821-2808,4
0016-7622,0974-6889,4
0435-4036,2288-7377,4
0016-7649,2041-479X,3
1537-7814,1943-3557,4
2515-3080,,4
1792-2720,,4
0022-5010,1573-0387,2
0954-6650,1477-8564,2
1053-8372,1469-9656,2
0022-5037,1086-3222,2
1388-199X,1571-8050,3
0022-5045,1468-4373,3
0022-5053,1538-4586,1
1043-4070,1535-3605,3
0022-5061,1520-6696,3
0964-704X,1744-5213,4
0972-172X,0976-8432,4
0019-4522,,3
0970-4140,0019-4964,4
1948-0881,1948-108X,4
2364-9569,,4
0255-660X,0974-3006,4
2086-8952,,4
2087-8273,2460-6278,4
0046-9750,2050-0416,3
1945-5224,1945-5232,3
1474-7480,1475-3030,2
1751-1437,,4
1758-2652,,2
1028-365X,1996-9015,4
2325-9574,2325-9582,3
2231-0754,2231-5357,4
2643-7015,2643-7023,4
1738-2793,,4
1355-6177,1469-7661,3
0025-1003,1475-3502,2
1550-2783,,2
1735-207X,1735-2428,4
0916-8753,1882-6121,4
0021-4876,1880-6880,4
1346-8804,1349-273X,4
0889-1583,1095-8681,3
1341-027X,,4
0022-8567,1937-2353,4
1225-729X,2233-9183,4
2234-7550,2234-5930,4
1225-4614,,4
1229-7801,2234-0491,4
1017-2548,2234-8530,4
1225-1429,2234-5078,4
1225-6692,2287-4518,4
1229-1935,,4
2508-2876,2287-9528,4
1226-6531,,4
1598-5385,2233-6648,4
0304-9914,2234-3008,4
1975-8456,2093-5951,4
0378-6471,2092-9374,4
0374-4884,1976-8524,4
1225-1348,2287-6871,4
1226-9433,1229-0645,4
1225-7842,2287-402X,4
1226-0959,2466-2089,4
1226-0657,2287-6081,4
1226-3192,2005-2863,4
1050-8406,1532-7809,2
0024-0966,,4
1729-0341,,4
0024-6107,1469-7750,2
0025-3154,1469-7769,4
0025-5645,,3
1751-6161,1878-0180,3
0334-8938,2191-0243,4
0022-5096,1873-4782,2
1536-5050,,4
0026-1165,2186-9057,4
1870-249X,1665-9686,4
0742-5562,2162-6294,4
1812-1004,2070-626X,4
2667-0054,,3
1540-1405,1540-1413,2
0027-9684,1943-4693,4
1391-4588,2362-0161,4
0022-510X,1878-5883,3
0160-5682,1476-9360,4
2194-668X,2194-6698,4
1084-7529,1520-8532,4
0740-3224,1520-8540,4
1813-4092,,4
0030-9982,,4
0552-9360,,4
1590-8577,,4
2048-7193,2048-7207,4
1085-9489,1529-8027,3
1872-261X,1872-2636,2
0094-8705,1543-2939,1
0031-9015,,4
0032-4000,2230-5955,3
2395-5414,2454-2830,4
1938-663X,1938-6648,4
0970-1249,2320-3110,4
1470-3203,1752-8976,4
1359-0987,1467-9655,3
1356-1863,1474-0591,4
1478-2715,2042-8189,4
0269-0403,1471-6933,3
1742-5689,1742-5662,2
0141-0768,1758-1095,2
0303-6758,1175-8899,3
0964-1998,1467-985X,4
1369-7412,1467-9868,1
0035-9254,1467-9876,4
1016-7315,2212-5043,4
0022-5142,1097-0010,3
0974-5009,2278-7127,4
2072-9294,2072-9308,4
0352-5139,,4
1820-6530,,4
1752-1963,1752-1971,3
1071-0922,1938-3657,4
2334-2315,1948-822X,4
0037-9808,2150-5926,2
1540-7942,2326-2176,4
0144-0322,,4
1021-2019,,4
1019-9128,2224-9435,4
2225-6253,2411-9717,4
0894-8410,2158-1371,4
0081-4776,,4
1876-1070,1876-1089,2
0040-5000,1754-2340,4
1095-5674,1940-0616,4
1309-0399,1309-0380,4
0075-4390,2044-0014,2
0022-5169,1930-0115,4
0893-8849,1749-7345,3
2212-4438,,3
1936-0843,2576-7933,4
0022-5185,1477-4607,3
0718-1876,,3
0861-6663,1314-8710,4
1429-2955,,4
2591-7285,2591-7811,4
1068-8471,2151-3341,4
0022-5193,1095-8541,4
0951-6298,1460-3667,4
0894-9840,1572-9230,4
2475-0387,,4
1388-6150,1588-2926,3
0306-4565,1879-0992,2
2148-7847,,4
1948-5085,1948-5093,4
1880-5566,,4
1003-2169,1993-033X,4
1059-9630,1544-1016,3
0149-5739,1521-074X,3
0887-8722,1533-6808,4
0892-7057,1530-7980,3
0022-5223,1097-685X,2
2072-1439,2077-6624,4
0883-5993,1536-0237,4
1556-0864,1556-1380,1
1538-7933,1538-7836,1
0929-5305,1573-742X,3
0143-9782,1467-9892,4
2194-6507,1941-1928,4
1932-6254,1932-7005,4
2041-7314,,2
0965-206X,1876-4746,3
1793-5253,1793-7167,4
1753-8416,1753-8424,2
1476-6825,1747-7654,4
1804-5650,,3
2055-5911,2055-592X,3
1755-182X,1755-1838,4
2408-9117,2313-4178,4
2795-5044,,4
0914-9198,1881-915X,4
0388-1350,1880-3989,4
1528-7394,1087-2620,4
1093-7404,1521-6950,2
1687-8191,1687-8205,4
0946-672X,1878-3252,3
2225-4110,,3
0255-2922,1577-7014,4
2095-7564,,2
1043-6596,1552-7832,4
1541-3446,1552-7840,4
2589-9090,,2
2450-131X,2224-4018,2
1479-5876,,2
2090-0007,2090-0015,4
2214-1405,,3
1938-7849,,4
2310-8789,1995-5235,4
0022-5258,1754-5951,4
0966-6923,1873-1236,1
0022-5266,1759-3999,4
2473-2907,2473-2893,4
2573-5438,,4
1943-9962,1943-9970,3
1938-7741,1938-775X,4
1529-9732,1529-9740,3
2163-0755,2163-0763,2
1078-7496,1932-3883,4
0894-9867,1573-6598,3
1054-8408,1540-7306,1
1195-1982,1708-8305,2
0047-2875,1552-6763,1
0742-4787,1528-8897,3
0266-4674,1469-7831,4
0128-1283,2521-9847,4
1687-9686,1687-9694,4
1006-8775,,4
0142-6338,1465-3664,4
2151-5581,2151-559X,3
0889-504X,1528-8900,3
1468-5248,,4
2148-1504,2757-850X,4
2084-8404,2451-070X,4
0278-4297,1550-9613,3
1971-3495,1876-7931,4
0948-695X,0948-6968,4
1449-9789,,4
1916-8128,,4
0735-2166,1467-9906,3
2067-4082,2068-9969,4
2228-8279,2408-1213,4
1357-4809,1469-9664,3
0094-1190,1095-9068,1
1429-0618,,4
1099-3460,1468-2869,2
0096-1442,1552-6771,4
2226-5856,2589-0360,2
2667-0917,,3
0733-9488,1943-5444,4
1063-0732,1466-1853,3
2148-9580,,4
0022-5347,1527-3792,2
1931-3357,,4
1356-7667,1479-1870,3
0734-2101,1520-8559,4
2166-2746,2166-2754,4
0022-5363,1573-0492,3
1129-7298,1724-6032,4
1051-0443,1535-7732,3
1062-0303,1532-6578,4
1018-1172,1423-0135,4
2468-4287,,4
2213-333X,,2
0741-5214,1097-6809,2
0972-9062,,4
1081-1710,1948-7134,3
1100-9233,1654-1103,3
1678-9199,,4
2377-2158,2377-2166,4
2694-7684,,3
0272-4634,1937-2809,4
0957-4271,1878-6464,2
1558-7878,1878-7517,3
1760-2734,1875-0834,2
0898-7564,2470-4083,4
1040-6387,1943-4936,4
1479-3261,1476-4431,3
0891-6640,1939-1676,2
0748-321X,1943-7218,4
0916-7250,1347-7439,4
0140-7783,1365-2885,3
2450-7393,2450-8608,4
1229-845X,1976-555X,3
1048-9002,1528-8927,4
1077-5463,1741-2986,3
2523-3920,2523-3939,4
1392-8716,,4
1355-5502,1750-0133,3
1559-372X,1559-3738,3
1083-5601,1548-0585,3
1352-0504,1365-2893,3
0166-0934,1879-0984,4
0022-538X,1098-5514,2
2055-6640,2055-6659,3
1878-7886,,4
1534-7362,,3
2337-5795,2338-5480,4
1047-3203,1095-9076,4
1745-3054,1745-3062,4
1470-4129,1741-2994,4
0145-482X,1559-1476,4
1343-8875,1875-8975,4
2474-1264,2474-1272,4
0001-8791,1095-9084,1
1363-6820,1747-5090,4
1052-2263,1878-6316,4
0892-1997,1873-4588,4
0377-0273,1872-6097,3
0742-0463,1819-7108,4
1752-6272,1752-6280,3
2040-2244,2408-9354,4
1477-8920,1996-7829,4
1063-455X,1934-936X,4
2292-6062,,4
2214-7144,,3
0733-9496,1943-5452,3
2043-9083,2408-9362,4
0733-950X,1943-5460,4
1540-9589,1544-5976,4
1932-2909,1932-2917,4
1570-8268,1873-7749,3
2588-3526,,4
0090-3558,1943-3700,4
0022-541X,1937-2817,3
0167-6105,1872-8197,2
1931-4361,1931-437X,3
0895-2841,1540-7322,4
1072-8325,1940-431X,4
1554-477X,1554-4788,3
1540-9996,1931-843X,3
1042-7961,1527-2036,3
0277-3813,1532-2319,4
1435-0211,1611-4663,3
1576-5962,2174-0534,4
1555-5240,1555-5259,4
1366-5626,1758-7859,3
1090-9516,1878-5573,1
2377-8784,1943-1538,2
1754-9957,1754-9965,4
1045-6007,1527-8050,2
1422-2213,1747-1796,4
1660-7112,2211-9000,4
2405-6472,2405-6480,3
2052-4900,2052-4919,4
0892-7537,1573-7802,1
1011-6702,2210-2795,4
1076-156X,,4
0969-0700,2062-2916,4
1071-5754,1528-3976,4
2163-3916,2163-3924,4
2030-1006,2294-3307,3
1000-2413,1993-0437,4
0895-3996,1095-9114,4
2039-4705,2039-4713,3
2799-8010,,4
0975-1483,0975-1505,4
0047-2891,1573-6601,1
2325-4017,,4
1367-6261,1469-9680,2
1673-565X,1862-1775,2
1673-1581,1862-1783,2
2214-7594,,4
1042-7260,1937-2825,4
2673-5636,,3
0947-5745,1439-0469,2
0952-8369,1469-7998,3
2336-2375,1803-1617,4
1783-7677,1783-8738,3
1077-6990,2161-430X,1
2673-5172,,2
1751-2786,1751-2794,2
1461-670X,1469-9699,1
1464-8849,1741-3001,2
1079-5006,1758-535X,2
1079-5014,1758-5368,2
1940-087X,,4
0972-5555,,4
0973-5143,,4
2274-5807,2426-0266,3
0933-4173,1789-0993,4
2352-5878,,4
2048-0040,,4
1883-0609,1883-0617,4
1086-8089,,4
2666-2507,,4
2666-3643,,4
0022-5738,,3
1930-2975,,4
1176-5119,1179-8912,4
2008-3645,2008-4161,4
1735-7780,2228-7876,4
1934-2039,1934-2047,4
2247-7195,2248-0382,3
1692-3030,2389-7716,4
2040-3313,2040-3321,3
2356-1440,2502-230X,4
0128-0333,,4
1978-1059,2407-0920,4
2338-8617,2443-2067,4
2087-9423,2085-6695,4
0853-7380,2252-696X,4
0128-0198,2289-7526,4
2289-151X,2289-1528,4
2087-0469,2089-2063,4
1693-1246,2355-3812,4
2477-1422,2477-2038,4
0127-9696,2180-3722,4
2289-7232,,4
2475-1979,2475-1987,3
0741-8825,1745-9109,2
0124-7441,2590-4566,4
0161-7109,1755-6988,4
1300-6045,1309-2251,4
0386-216X,,4
2180-4273,,4
1808-107X,1984-9206,4
2340-1869,,4
1868-4599,1868-4602,3
0022-8877,1613-1134,2
1369-4154,2044-2394,2
1607-551X,2410-8650,4
1731-5530,1897-4252,4
0022-9032,1897-4279,3
2731-7129,2731-7137,4
0022-9040,,4
1303-2399,1309-4181,4
0453-4387,,3
0952-4142,2042-1362,4
1739-4341,,4
0022-9717,1880-1293,4
0022-9830,1334-9090,4
1054-6863,1086-3249,3
0163-075X,2327-8307,4
0932-3902,2195-8580,4
1907-7505,2460-0601,4
0075-5974,1874-933X,4
0948-3276,,4
2223-2613,2223-2621,4
2305-2643,2305-2651,4
1420-4096,1423-0143,3
2468-4562,2468-4570,4
2296-9381,2296-9357,4
2468-0249,,2
2157-1724,2157-1716,2
0085-2538,1523-1755,1
2590-0595,,3
2211-9132,2211-9140,3
2641-7650,,3
1430-5372,1612-9792,3
0942-5403,2190-6246,4
0884-5913,1934-8401,4
1318-2269,2232-4062,4
1331-1441,1848-638X,4
1937-5093,1937-5077,4
0023-1584,1608-3210,4
0023-1940,2051-6177,4
0023-2076,,4
1301-143X,1309-1484,4
1302-0099,2146-7153,4
0023-2165,1439-3999,4
1434-0275,1439-4081,4
0300-8630,1439-3824,4
2234-2451,,1
0942-2056,1433-7347,2
0968-0160,1873-5800,4
0455-0463,2459-6329,4
0219-1377,0219-3116,4
1961-9502,,4
1092-4604,1099-1441,4
0269-8889,1469-8005,3
2073-7904,,3
1477-8238,1477-8246,4
0943-7444,,4
0950-7051,1872-7409,1
0386-5991,,4
0075-6458,2071-0771,4
0023-2653,1861-891X,4
2063-7330,,4
2224-5243,2616-6445,4
0288-4534,2187-5537,4
1337-8740,2453-7675,3
0023-3609,1651-2294,2
2075-3470,2311-9446,4
1212-4117,1804-7122,4
1309-3878,,4
2078-0664,2307-3942,4
0023-3900,,4
0023-3919,,4
1226-119X,2093-7660,3
0304-128X,2233-9558,4
1738-5520,1738-5555,3
0254-3737,,4
2005-6419,2005-7563,3
1225-066X,2383-5818,4
0256-1115,1975-7220,4
1016-3271,1941-4641,4
2092-6715,,4
1598-9992,2233-6869,4
1226-3303,2005-6648,4
2213-4476,2213-4484,4
2233-470X,2288-5072,4
1225-0562,2287-7258,4
1976-8605,2288-1433,4
1225-505X,,4
1738-8228,,4
1225-6285,2287-321X,4
2234-7518,2005-372X,2
2005-9159,2093-0569,2
1226-4512,2093-3827,4
1225-8318,2466-1546,4
1229-6929,2005-8330,2
1225-6161,2287-9307,4
2287-1640,2093-7695,4
0257-3784,2212-9731,4
0145-840X,1529-1529,4
0208-7928,2544-5804,4
1177-083X,,4
0023-432X,1338-4252,4
1450-9628,,4
0130-2620,,4
0100-512X,1981-5336,4
2094-6937,,4
1531-023X,1538-5000,3
1908-7330,,4
1567-715X,1568-5241,4
1226-7988,1976-3808,4
1976-7277,,4
2619-9149,,4
2386-5458,,4
1816-5435,2224-8935,4
1406-2860,,4
0933-1875,1610-1987,4
2307-4108,2307-4116,4
1607-8047,0023-5776,4
2571-3868,2570-8619,4
1899-3044,,4
0368-492X,1758-7883,4
0023-5954,,4
2313-4895,,3
0023-5962,1467-6435,3
2156-2261,2154-3321,3
1225-6951,0454-8124,4
1340-6116,1883-2032,3
1573-1731,,4
0093-7355,1548-4475,2
1473-0197,1473-0189,2
0023-656X,1469-9702,4
1547-6715,1558-1454,4
1627-9204,2117-4970,4
1130-5762,2253-8305,4
2076-8214,2078-1938,4
1738-6055,2233-7660,4
0023-6772,1758-1117,4
0023-6837,1530-0307,2
0007-5027,1943-7730,4
1868-6346,1868-6354,2
2359-6910,,4
1030-1763,2325-5676,4
0927-5371,1879-1034,2
0961-5652,1745-8188,3
0023-6942,1839-3039,4
1121-7081,1467-9914,4
0700-3862,1911-4842,4
0023-7213,1670-4959,4
1040-2381,2151-5530,4
2352-4642,,1
2213-8587,2213-8595,1
2589-7500,,1
2468-1253,,1
2214-109X,,1
2352-3026,,1
2666-7568,,1
2352-3018,,1
1473-3099,1474-4457,1
2666-5247,,1
1474-4422,1474-4465,1
1470-2045,1474-5488,1
2542-5196,,1
2215-0374,,1
2468-2667,,1
2772-3682,,2
2667-193X,,2
2666-7762,,1
2666-6065,,1
2213-2600,,1
2665-9913,,1
0140-6736,1474-547X,1
1085-3278,1099-145X,2
0023-7639,1543-8325,4
0264-8377,1873-5754,1
2073-445X,,3
0023-7930,,4
1860-1871,1860-188X,4
0169-2046,1872-6062,1
2255-8632,2255-8640,4
2096-336X,2095-5413,4
0921-2973,1572-9761,2
0277-2426,1553-2704,3
0142-6397,1469-9710,4
1612-510X,1612-5118,2
0458-726X,1958-9549,4
1435-2443,1435-2451,3
0743-7463,1520-5827,2
0737-0555,2576-649X,4
0271-5309,1873-3395,2
1759-7536,1759-7544,3
1048-9223,1532-7817,2
1866-9808,1866-9859,3
2210-4119,2210-4127,3
0950-0782,1747-7581,2
1470-8477,1747-759X,2
1749-818X,,2
1606-822X,2309-5067,3
1496-0974,,4
0963-9470,1461-7293,2
2051-9699,2051-9702,4
0023-8309,1756-6053,2
1543-4303,1543-4311,3
0965-8416,1747-7565,2
2327-3798,2327-3801,3
2589-7233,2589-7241,4
0790-8318,1747-7573,1
1934-5275,,4
2210-5824,2210-5832,2
0047-4045,1469-8013,1
1094-3501,,2
1547-5441,1547-3341,2
2191-611X,2191-6128,4
0957-1736,1753-2167,3
0023-8333,1467-9922,1
1022-8195,1753-5395,3
1568-4555,1573-1863,2
0272-2690,1569-9889,4
1574-020X,1574-0218,4
0388-0001,1873-5746,2
0161-1461,1558-9129,2
2589-2053,2589-207X,4
1362-1688,1477-0954,1
0261-4448,1475-3049,2
2229-0443,,3
0265-5322,1477-0946,2
0954-3945,1469-8021,1
2543-3164,2543-3156,3
0097-8507,1535-0665,2
1387-6759,1569-9897,3
2226-471X,,2
0023-8368,1957-7982,4
2035-4797,,4
2542-3614,2468-9009,4
0023-8503,2036-511X,4
1124-4593,,4
2196-0739,,3
0935-8943,1438-8685,4
2378-8038,,4
0023-852X,1531-4995,3
1006-4125,,3
1863-8880,1863-8899,1
0263-0346,1469-803X,4
1612-2011,1612-202X,4
1054-660X,1555-6611,4
0898-1507,1029-029X,4
0268-8921,1435-604X,4
0196-8092,1096-9101,3
0884-3236,1086-3257,2
1357-650X,1464-0678,4
1744-2222,1744-2230,3
1045-6635,2325-5080,1
0327-0793,1851-8796,4
2198-3526,2196-436X,4
0718-560X,,4
2011-6721,2322-9721,4
1679-7825,,4
0163-0350,1536-0199,4
0094-582X,1552-678X,3
2041-7365,2041-7373,4
1531-426X,1548-2456,2
1542-4278,,4
0023-8813,2161-0576,4
1557-2021,1557-203X,4
1476-3435,1476-3443,4
0023-8856,2294-4427,3
0868-8257,2255-8896,4
0023-9054,1703-8804,4
1535-685X,1541-2601,3
0265-8240,1467-9930,3
1569-1853,1571-8034,3
0023-9216,1540-5893,2
0957-8536,1572-8617,3
2194-6523,1943-3867,4
0738-2480,1939-9022,3
0147-7307,1573-661X,2
1752-1483,1752-1491,4
0167-5249,1573-0522,2
0897-6546,1747-4469,3
1743-8721,1743-9752,4
0023-9283,,4
1470-8396,1470-840X,4
0306-9400,1943-0353,4
2652-4074,,4
1322-9060,2200-7121,4
2075-471X,,3
1471-6577,,4
1527-5949,1939-1889,4
1824-4920,1824-484X,4
0143-7739,1472-5347,3
1570-0763,1744-5043,4
1751-1879,1751-1887,4
1048-9843,1873-3409,1
1742-7150,1742-7169,4
0953-1513,1741-4857,3
1543-4494,1543-4508,4
1072-0502,1549-5485,4
1041-6080,1873-3425,1
0959-4752,1873-3263,1
0023-9690,1095-9122,4
2077-5504,,4
1755-2273,1755-2281,4
2210-6561,2210-657X,3
0938-8982,1540-5826,3
1046-6819,2374-7846,4
0731-9487,2168-376X,4
1387-1579,1573-1855,2
2379-6146,,3
1913-5688,,4
1743-9884,1743-9892,1
0969-6474,1758-7905,4
2240-9599,,4
1136-5781,2013-9470,4
0120-2596,2323-0622,4
2076-6734,2412-3765,4
2379-5980,,4
0748-4321,,4
1355-3259,2044-8333,2
1033-2839,1839-3713,4
1460-728X,1757-8450,1
1472-6696,1741-2021,4
1566-6573,1875-6433,4
1344-6223,,4
2770-6869,2770-6877,4
0261-3875,1748-121X,3
1352-3252,1469-8048,1
2453-8035,,3
0362-9805,1939-9162,3
0250-5371,,4
0922-1565,1478-9698,2
0149-0400,1521-0588,2
0261-4367,1466-4496,3
2244-811X,,4
1889-5425,,4
1133-4770,2530-0075,4
0024-094X,1530-9282,4
0305-7518,2162-8807,4
0536-1036,,4
0024-1164,1502-3931,3
0101-3335,1984-7726,4
1390-6631,,4
0378-4878,2071-5072,4
1971-906X,1973-2600,4
0024-1334,2035-6315,3
0266-8254,1472-765X,4
1570-1808,1875-628X,4
0377-9017,1573-0530,2
1570-1786,1875-6255,4
1864-4031,1864-404X,4
2218-5046,2410-3535,4
1042-8194,1029-2403,4
2213-0489,,4
0145-2126,1873-5835,4
0887-6924,1476-5551,1
1550-2724,1550-2716,3
0075-8914,1756-3801,4
1525-6995,1750-1849,2
1581-5374,1855-363X,4
0175-6206,1865-9403,3
1684-4904,2224-0039,2
1855-7147,1855-7155,4
1133-1127,2340-8561,4
2325-8292,2325-8306,2
2770-3371,2770-338X,4
2767-8490,,4
2033-4753,2033-5016,3
1729-4827,2223-7666,4
0024-2020,,4
1758-3489,1758-3497,4
0740-8188,1873-1848,3
0373-4447,,4
0363-0277,,4
0143-5124,1758-7921,3
0024-2519,1549-652X,4
0024-2527,2159-9610,4
0024-2594,1559-0682,4
0024-2160,1744-8581,3
1058-6768,,4
1848-3488,1848-5871,4
0024-2667,1865-8423,4
1989-6425,,4
1993-2820,1819-6357,4
0024-2829,1096-1135,3
1619-0548,,4
1392-0448,1648-9101,4
2755-1733,,4
2755-0230,,4
2575-1077,,3
2214-5524,2214-5532,3
0024-3205,1879-0631,3
1721-0151,2035-5963,4
1448-4528,1751-2964,4
2075-1729,,3
2504-3161,2504-3188,4
1380-7870,1572-9249,4
0236-2945,,4
2095-5545,2047-7538,1
1477-1535,1477-0938,3
0049-8653,2365-953X,4
1888-4067,2253-7929,4
0718-1361,0718-5065,4
0213-8409,1989-1806,4
0075-9511,1873-5851,3
2378-2242,,1
1541-5856,,4
0024-3590,1939-5590,2
1439-8621,1439-863X,4
0024-3639,2050-8549,4
0308-1087,1563-5139,4
0024-3795,1873-1856,3
0024-385X,,4
1724-9074,1826-8080,3
1800-7007,,4
0024-3868,,4
0024-3841,1872-6135,2
2281-8952,1724-8698,4
1647-0818,,4
1517-7238,1981-4755,4
1519-4906,,4
2281-4841,,4
1720-9331,,3
1879-9264,1879-9272,2
0024-3892,1530-9150,1
2214-9953,2214-9961,2
1229-1374,,3
0167-6318,1613-3676,2
1430-0532,1613-415X,1
2211-6834,2211-6842,3
2295-5739,,4
1594-6517,,4
0862-8432,1805-9635,4
0120-5587,2422-3174,4
0378-4169,1569-9927,4
0898-5898,1873-1864,2
0165-0157,1573-0549,1
1742-2906,1743-1662,4
0731-3500,2214-5907,2
2199-174X,,2
0024-3949,1613-396X,2
0075-966X,2101-0234,4
0103-3638,2236-4242,4
1516-4896,1981-0431,4
1594-5359,1724-1685,4
0211-2574,2341-1139,4
0147-2593,1080-6563,4
1476-511X,,2
0024-4201,1558-9307,4
1991-3966,,4
2168-0396,2168-0418,3
1358-314X,1464-5181,4
0267-8292,1366-5855,3
1210-3306,1805-9708,4
0024-4457,2570-9410,3
1043-6928,1545-5866,4
1304-0057,2602-2117,4
1938-8071,1938-8063,4
1741-4350,1741-4369,3
1523-9012,1752-6566,3
2277-4521,2583-8199,4
0258-2279,2219-8237,3
0024-466X,,4
1679-849X,,4
1413-2982,2237-1184,4
0188-2546,2448-8216,4
0123-5931,2256-5450,4
0306-1973,2050-4594,3
1036-9368,2200-0437,4
0278-9671,1080-6571,4
0269-1205,1477-4623,3
1741-4113,,2
0197-7261,2051-6185,3
0024-4902,1608-3229,4
0024-4937,1872-6143,2
1941-8264,1947-4253,4
1392-2343,2538-6565,4
1648-8504,,4
0363-1672,1573-8825,4
0047-4800,1958-5926,4
0563-9751,,4
0458-063X,1557-3001,4
2235-1795,1664-5553,1
1478-3223,1478-3231,2
2096-2878,2542-5684,3
1527-6465,1527-6473,2
0144-932X,1572-8625,4
1871-1413,1878-0490,3
2367-3613,1433-8351,1
2367-3648,1614-4961,1
1846-5412,,4
0213-6554,2013-9527,4
1697-5928,,4
1995-0802,1818-9962,4
1178-7112,,4
0269-0942,1470-9325,3
1354-9839,1469-6711,3
0300-3930,1743-9388,3
1895-2038,1734-459X,4
1136-758X,2444-1619,4
1425-3305,2300-9802,3
1367-0751,1368-9894,4
1661-8297,1661-8300,4
1860-5974,,4
2305-6290,,4
1401-5439,1651-2022,4
1023-2583,,4
2145-549X,2422-4200,4
1091-6687,1533-791X,4
1575-6866,1988-3242,4
0957-9656,1878-4712,4
0716-7520,0719-3262,4
0868-7692,,4
0869-5377,2499-9628,4
0705-3436,1705-0154,4
0305-8034,1749-6322,3
1474-8460,1474-8479,4
2050-6325,2050-6333,3
0024-6301,1873-1872,2
1757-9597,,3
2386-2637,,4
1124-9064,,4
0024-6964,1783-161X,4
1063-777X,1090-6517,4
2075-4442,,3
0954-0075,1557-6833,4
0213-2338,1989-9904,4
1209-3696,1927-8284,4
1522-7235,1522-7243,3
1758-1966,1758-1974,4
1179-2728,,3
0169-5002,1872-8332,2
0970-2113,0974-598X,4
0341-2040,1432-1750,3
2053-8790,,2
0961-2033,1477-0962,4
0024-7413,1548-9957,3
1257-0273,1768-3084,4
1757-5664,1757-5672,4
2051-1817,2051-1825,4
1814-151X,,4
0023-6438,1096-1127,1
1539-6851,1557-8585,4
0024-7766,,4
2292-5937,2292-5945,4
0767-0974,1958-5381,4
1523-4614,1526-5498,3
1886-3329,,4
1942-0862,1942-0870,2
1857-5552,1857-5625,4
1409-7621,1857-7415,4
2731-538X,2731-5398,2
2504-4990,,4
2632-2153,,2
0885-6125,1573-0565,4
0922-6567,1573-0573,4
0932-8092,1432-1769,4
2075-1702,,3
1091-0344,1532-2483,3
1365-1005,1469-8056,4
1752-0843,1752-0851,4
1998-9539,,4
1616-5187,1616-5195,4
1022-1352,1521-3935,4
1438-7492,1439-2054,3
1022-1336,1521-3927,3
1862-832X,1862-8338,4
1598-5032,2092-7673,4
1022-1344,1521-3919,4
0024-9297,1520-5835,1
1405-0471,2448-7597,4
0717-3644,0718-221X,4
1138-9664,1988-3285,4
1905-7873,,4
0718-2244,,4
2422-779X,,4
2712-8172,2071-0305,4
0024-9831,1751-763X,4
1556-8547,1940-5111,3
2027-1174,2027-1182,4
0953-1424,1952-4021,4
1064-9689,1557-9786,4
0730-725X,1873-5894,4
0749-1581,1097-458X,3
1347-3182,1880-2206,4
0740-3194,1522-2594,3
2072-5981,,4
2097-0048,2772-5162,4
1352-8661,,4
2312-7481,,3
0024-998X,1574-0579,4
2386-8295,,3
0025-004X,,4
1024-1221,1745-1167,4
0792-1241,2191-0219,3
0126-074X,2338-6223,4
2355-794X,2406-9183,4
2356-3664,2356-3656,4
2339-1995,2356-0851,4
2355-2786,2356-4539,4
0076-2997,2168-9075,4
1475-2875,,3
1995-7262,1995-7270,4
0127-9084,,4
1511-4554,,4
1511-8002,,4
2289-5981,2289-599X,4
1675-8110,2180-2483,4
1394-6234,,4
1823-8343,,4
1394-195X,2180-4303,4
1823-8262,2231-7538,4
2600-9366,2600-9331,4
0126-8635,,4
1394-7990,,4
1985-2533,2232-111X,4
0331-3689,,4
1300-3623,,4
2199-2401,2199-241X,4
0305-1838,1365-2907,2
1343-4152,1348-6160,4
0025-1461,1864-1547,4
1616-5047,1618-1476,3
0938-8990,1432-1777,4
1842-0206,2069-8887,4
1744-9359,1744-9367,4
1044-5005,1096-1224,2
1740-8776,1740-8784,4
2080-8208,2082-1344,4
0893-3189,1552-6798,4
0025-1747,1758-6070,3
0892-0206,1741-9883,4
0938-8249,1861-8901,3
1350-5076,1461-7307,3
1989-8649,,4
1477-7835,1758-6119,3
2067-2462,,4
2040-8269,2040-8277,4
1536-5433,1558-0946,4
0935-9915,1861-9908,3
0025-1909,1526-5501,2
2299-0461,2450-5781,4
1822-6760,2345-0355,4
1331-0194,1846-3363,4
1429-9321,2299-193X,4
1286-4692,,4
0143-6570,1099-1468,4
