ISSN,EISSN,影响因子,JCR分区
1809-094X,2236-9716,,Q4
0715-3570,1710-7377,,Q4
0392-7202,0392-7202,,
2036-2927,2036-2927,,Q4
1680-2179,1680-2179,,Q4
0934-6813,2199-6016,,
0392-7261,,,
1189-4563,1710-0305,,
0964-1866,2052-4730,,Q4
2248-7212,2322-9152,,Q4
1812-6804,2521-5280,,Q4
2306-4145,2310-1210,,Q4
0352-5007,0352-5007,,
2316-9451,2316-9451,,Q4
1984-5634,1984-5634,,Q4
2343-6115,2343-6115,,Q4
2250-4982,2250-4982,,Q4
2301-1254,2301-1254,,Q4
0972-8066,0972-8074,,Q4
0003-8970,1866-5381,,
1982-3053,1982-3053,,
0218-9275,1793-6772,,Q4
1616-9719,1616-9735,,Q4
1998-7773,1998-7781,,Q4
2172-6094,2172-6094,,Q4
2011-5253,2422-278X,,Q4
1657-463X,2389-9638,,Q4
1803-6546,2336-1654,,Q4
,1923-6530,,Q4
1414-7939,2359-1056,,
2358-0003,1982-0313,,
2177-6288,2177-6288,,
2237-941X,2237-941X,,Q4
1518-2487,1518-2487,,Q4
1634-0450,1634-0450,,
2039-0491,2039-0491,,
2238-0205,2238-0205,,Q4
0020-0336,1439-4200,,Q4
1852-4516,1852-4516,,Q4
1028-2327,1680-9378,,Q4
0100-3674,2238-6416,,Q4
1590-8577,1590-8577,,Q4
1130-5762,2253-8305,,
2240-9599,2240-9599,,
0718-1361,0718-5065,,Q4
1517-7238,1981-4755,,
0972-1444,,,
0027-4771,2568-3128,,
2237-4558,2237-4558,,Q4
1715-6718,1715-6718,,Q4
1909-3888,2346-092X,,Q4
1516-1021,2236-6296,,
,1984-9540,,Q4
2071-2405,2071-2405,,Q4
0031-8159,1868-7261,,
0239-4170,2391-5862,,Q4
2178-0080,2178-0080,,Q4
2316-5251,1807-8214,,Q4
2175-3423,2175-3423,,Q4
2175-0556,2175-0556,,Q4
0124-4620,2463-1159,,Q4
1809-5747,1809-5747,,Q4
2310-340X,2310-340X,,Q4
1983-8018,1983-8018,,
2238-6084,2238-6084,,Q4
2316-2341,2316-2341,,Q4
2317-7853,2317-7853,,Q4
1676-1871,1676-3025,,Q4
0048-8143,2033-0138,,
2253-9832,2254-8270,,Q4
1791-1362,2241-1666,,Q4
0392-4513,,,
1754-0925,,,Q4
1813-1905,2312-1017,,Q4
0001-6896,,,Q4
1775-4275,1775-4275,,Q4
0303-1896,2079-2883,,
0002-3957,,,
1989-1709,1989-1709,,
0360-3709,2162-4984,,
2056-3515,2056-3523,,Q4
0214-7165,1989-6182,,Q4
2346-3120,2346-3120,,Q4
0003-6536,0003-6536,,
0003-858X,,,
1136-3711,2339-9775,,
1514-0121,2346-8890,,
0295-1371,,,
1981-2965,1981-2965,,Q4
1760-5776,1760-5776,,
0317-5065,1923-2713,,
1889-5611,1889-5611,,
0328-5766,2313-9463,,
1035-1841,1035-1841,,
0009-3696,2327-5804,,
0009-7039,0009-7039,,
1267-4397,,,
0293-9274,,,
2100-9619,,,Q4
1845-6839,1849-0131,,
0011-5827,0011-5827,,
0376-8163,,,
1690-8961,1690-8961,,Q4
2286-5977,2286-5977,,
0012-5768,0012-5768,,
0247-9788,0247-9788,,Q4
1994-8549,1994-8549,,Q4
1824-6192,1826-719X,,
2281-3209,2281-3209,,
2341-2380,2341-2380,,
1825-6619,1827-8957,,
0097-8663,,,
0014-2123,1703-7891,,Q4
1721-3673,1724-045X,,
0015-1882,1873-7218,,Q4
1698-5583,2255-5285,,Q4
1522-3868,1544-1733,,
2110-5324,2110-5324,,Q4
0323-4207,0323-4207,,
0363-8057,0363-8057,,
,2014-3818,,
0363-0471,,,
1724-6121,1824-095X,,Q4
1330-7665,,,
0018-702X,2325-5935,,
1720-1764,1720-1764,,
2178-437X,2178-437X,,Q4
1828-2377,,,
0104-0146,1809-4783,,Q4
0020-4536,,,
,2950-1873,,Q4
1705-8546,1920-3136,,
2528-4398,2528-3189,,Q4
0353-4766,2812-877X,,
2185-4785,2185-4793,,Q4
0382-0335,1923-2578,,
,2786-815X,,Q4
1345-8647,1345-8647,,Q4
0301-9667,0301-9667,,Q4
1748-9423,2051-557X,,
0742-5562,2162-6294,,
1923-7561,1923-7561,,
0023-7930,,,
2035-4797,2035-4797,,
0023-8503,2036-511X,,
1971-906X,1973-2600,,
0024-2020,,,
1619-0548,1619-0548,,
1888-4067,2253-7929,,
1594-5359,1724-1685,,
0024-466X,,,
1413-2982,2237-1184,,
0563-9751,,,
0213-6554,2013-9527,,Q4
1124-9064,,,
0361-0853,0361-0853,,Q4
0741-1294,0741-1294,,Q4
0718-7033,0718-7033,,
,2561-0589,,Q4
1366-0691,1749-6276,,
1951-6789,1951-6789,,Q4
1518-1219,1518-1219,,Q4
0160-2764,0160-2764,,
0026-3451,0026-3451,,
1579-8372,2255-517X,,
1138-8579,2445-0391,,
1974-0042,1974-0050,,
1757-9481,1757-9481,,
1312-6431,1312-6431,,Q4
1053-1297,2161-9131,,
0028-6400,0028-6400,,
1863-639X,1863-639X,,
0029-2397,,,
0029-4802,,,
0030-3607,1938-1506,,
2178-843X,2178-843X,,
2103-6527,2262-5534,,
1496-8533,1496-8533,,
0048-4474,2162-0903,,
0032-2156,0032-2156,,
0032-2202,,,
0032-423X,,,
1316-1369,2343-5682,,Q4
1090-9931,,,Q4
1690-4818,1690-4818,,Q4
,1088-5870,,Q4
2084-8099,2657-487X,,
2179-4456,2179-4456,,
1980-5772,2177-4307,,Q4
1856-6189,1856-6189,,Q4
2256-5000,2590-7344,,Q4
1989-9912,1989-9912,,Q4
2236-8000,2236-8000,,Q4
,2953-3392,,
1692-3960,1692-3960,,Q4
1409-1070,2215-3403,,Q4
1984-3372,1984-3372,,Q4
0718-9230,0718-9230,,Q4
1676-2827,2179-9571,,Q4
1983-4527,2236-9473,,Q4
2254-6073,2254-6073,,Q4
1688-8561,1688-8561,,Q4
1291-2530,,,
1696-5744,1696-5744,,
1122-0732,2240-5550,,
2280-9120,2280-9120,,Q4
0036-3529,,,
2605-4450,2605-5317,,Q4
0036-5653,0036-5653,,
0190-731X,2165-0624,,
1774-4466,,,
0037-9875,,,Q4
0037-3583,0037-3583,,
1856-7134,2542-3231,,
0144-8722,,,
1519-7778,2316-8838,,
0038-4186,0038-4186,,
0039-2049,0039-2049,,
0039-3185,2366-228X,,
2007-4654,2260-8109,,
1869-7720,1869-7720,,
1139-9368,1989-8193,,
2284-4473,2284-4473,,
1516-0637,1984-6959,,
0874-5102,,,
1315-8392,1315-8392,,
0043-7131,0043-7131,,Q4
1431-9292,,,Q4
1744-6708,1744-6716,,
3033-3962,3033-3970,,
2307-8553,2307-8553,,
2948-264X,2948-2658,,
1537-6494,1537-6532,,
0268-2605,1099-0739,,
2645-7776,2588-4344,,
2753-6351,2753-6351,,
1386-0291,1875-8622,,
1995-0802,1818-9962,,
1793-4311,1793-7116,,
,1016-2526,,
1995-6665,1995-6665,,
2393-9885,2278-9839,,
2392-7674,2392-7674,,
0974-1658,0974-1658,,
1990-7931,1990-7923,,
1970-9889,1970-9870,,
0925-9864,1573-5109,,
0301-1208,0975-0959,,
1063-4541,1934-7855,,
1994-4160,1994-4195,,
1066-5285,1573-9171,,
0392-0011,2612-2251,,
1333-1124,1333-1124,,
2837-6811,2837-682X,,
2948-2623,2948-2631,,
2832-5796,2832-580X,,
1807-7692,1807-7692,,
0740-2783,2162-2698,,
0025-6153,2279-8013,,
0002-0796,,,
0015-0630,0015-0630,,
3004-300X,3004-3018,,
,2950-6484,,
2948-2437,2948-2445,,
2996-2196,2996-220X,,
,2950-3116,,
,3004-9261,,
2948-2984,2948-2992,,
,3005-0774,,
,2948-295X,,
,2950-5097,,
,3005-074X,,
2050-084X,2050-084X,,
2950-4201,2950-3930,,
,2981-0795,,
3004-8915,3004-8923,,
2941-7597,2941-7600,,
2950-4333,2950-4333,,
2948-2925,2948-2933,,
,3004-8958,,
2950-6344,2950-6352,,
2976-7016,2976-7024,,
,2977-0424,,
3045-5650,3045-5650,,
2993-3439,2993-3439,,
2950-4244,2950-3965,,
2976-7342,2976-7350,,
,2976-8357,,
3022-7666,3022-8247,,
0740-0020,1095-9998,4.6,Q1
0916-9636,1348-4214,4.6,Q1
2095-2228,2095-2236,4.6,Q1
,1942-2466,4.6,Q1
0105-1873,1600-0536,4.6,Q1
0967-0661,1873-6939,4.6,Q1
2364-1185,2364-1541,4.6,Q1
1007-662X,1993-0607,4.6,Q1
1569-190X,1878-1462,4.6,Q1
0718-1876,0718-1876,4.6,Q2
1538-4047,1555-8576,4.6,Q1
1018-4813,1476-5438,4.6,Q1
2451-9766,2451-9685,4.6,Q1
0020-7721,1464-5319,4.6,Q1
,2632-2153,4.6,Q1
0882-7508,1547-7401,4.6,Q1
2097-0129,2666-660X,4.6,Q1
,2689-1808,4.6,Q1
0004-3702,1872-7921,4.6,Q2
1664-2392,1664-2392,4.6,Q1
2949-8929,2949-8910,4.6,Q1
1530-891X,1934-2403,4.6,Q1
1948-7185,,4.6,Q1
1549-9634,1549-9642,4.6,Q2
0265-1335,1758-6763,4.6,Q2
,2810-9635,4.6,Q2
,2666-5190,4.6,Q1
1351-0088,1479-6821,4.6,Q1
0263-4368,2213-3917,4.6,Q1
1364-8152,1873-6726,4.6,Q1
1323-3580,1448-6083,4.6,Q1
0567-7718,1614-3116,4.6,Q1
2688-1527,2688-1535,4.6,Q1
1369-8001,1873-4081,4.6,Q2
1749-4613,1878-0253,4.6,Q1
,2666-2485,4.6,Q2
0889-1575,1096-0481,4.6,Q2
,2731-3654,4.6,Q1
2199-4536,2198-6053,4.6,Q2
,2673-3080,4.6,Q1
2168-1015,2168-1023,4.6,Q2
0379-6779,0379-6779,4.6,Q2
1354-3776,1744-7674,4.6,Q1
2045-8827,2045-8827,4.6,Q1
1757-4323,1757-4331,4.6,Q2
,2661-801X,4.6,Q2
2046-6099,2046-6102,4.6,Q1
,2767-3197,4.6,Q1
2042-0188,2042-0196,4.6,Q1
1529-7322,1534-6315,4.6,Q2
1534-4843,1552-6712,4.6,Q2
,1948-9358,4.6,Q1
1438-7492,1439-2054,4.6,Q2
0921-5107,1873-4944,4.6,Q2
,1420-3049,4.6,Q2
0032-5910,1873-328X,4.6,Q2
1746-5680,1746-5699,4.6,Q2
,2313-4321,4.6,Q3
,2046-2069,4.6,Q2
0957-9672,1473-6535,4.6,Q1
2516-0230,2516-0230,4.6,Q2
0386-2208,1349-2896,4.6,Q1
1937-3368,1937-3376,4.6,Q2
0020-8183,1531-5088,4.5,Q1
1060-3743,1873-1422,4.5,Q1
1350-1763,1466-4429,4.5,Q1
1871-1871,1878-0423,4.5,Q1
1537-5927,1541-0986,4.5,Q1
0022-4308,1098-2736,4.5,Q1
1756-2570,1756-2589,4.5,Q1
0363-5465,1552-3365,4.5,Q1
1054-139X,1879-1972,4.5,Q1
1568-9883,1878-1470,4.5,Q1
,1744-8603,4.5,Q1
1529-7535,1947-3893,4.5,Q1
0005-7967,1873-622X,4.5,Q1
1708-8569,1867-0687,4.5,Q1
,2193-7532,4.5,Q1
2396-9873,2396-9881,4.5,Q1
0887-6185,1873-7897,4.5,Q1
0749-3797,1873-2607,4.5,Q1
1053-8119,1095-9572,4.5,Q1
2474-9842,2474-9842,4.5,Q1
2405-8513,2405-8505,4.5,Q1
,1741-7007,4.5,Q1
0370-2693,1873-2445,4.5,Q1
0029-6651,1475-2719,4.5,Q1
,2162-0989,4.5,Q1
2666-1691,2666-1683,4.5,Q1
1869-4101,1869-4101,4.5,Q1
,2352-7714,4.5,Q1
0002-8614,1532-5415,4.5,Q1
1038-4111,1744-7941,4.5,Q1
,2632-1297,4.5,Q1
1543-8384,1543-8392,4.5,Q1
0093-9994,1939-9367,4.5,Q1
,2214-6628,4.5,Q1
0963-8695,1879-1174,4.5,Q1
0905-6157,1399-3038,4.5,Q1
0022-1899,1537-6613,4.5,Q1
0066-4804,1098-6596,4.5,Q1
1567-5394,1878-562X,4.5,Q1
0721-7714,1432-203X,4.5,Q1
0271-678X,1559-7016,4.5,Q1
0969-7128,1476-5462,4.5,Q1
1677-5538,1677-6119,4.5,Q1
2050-2974,2050-2974,4.5,Q1
2211-9264,2211-9264,4.5,Q1
0378-3839,1872-7379,4.5,Q1
0741-3106,1558-0563,4.5,Q2
2590-0056,2590-0056,4.5,Q1
2212-4209,2212-4209,4.5,Q1
2327-0012,2327-0039,4.5,Q1
1398-5647,1399-5618,4.5,Q1
1574-7891,1878-0261,4.5,Q2
0018-9480,1557-9670,4.5,Q2
2352-4316,2352-4316,4.5,Q1
1663-4365,1663-4365,4.5,Q1
1530-437X,1558-1748,4.5,Q1
0018-9294,1558-2531,4.5,Q2
2667-2375,2667-2375,4.5,Q1
,1664-302X,4.5,Q1
2048-3694,2048-3694,4.5,Q1
0032-3861,1873-2291,4.5,Q2
1876-2018,1876-2026,4.5,Q1
1532-0464,1532-0480,4.5,Q2
0022-2836,1089-8638,4.5,Q2
0272-5231,1557-8216,4.5,Q1
2169-1401,2169-141X,4.5,Q1
2405-8807,2405-8807,4.5,Q1
0254-5330,1572-9338,4.5,Q1
,2474-9567,4.5,Q1
,2666-7215,4.5,Q1
2198-4018,2198-4026,4.5,Q1
1000-9345,2192-8258,4.5,Q1
1466-4879,1476-5470,4.5,Q1
2325-1026,2325-1026,4.5,Q1
2097-1699,2770-100X,4.5,Q1
2352-9385,2352-9385,4.5,Q2
2166-532X,2166-532X,4.5,Q2
1567-7249,1872-8278,4.5,Q1
2520-811X,2520-8128,4.5,Q1
0887-6045,0887-6045,4.5,Q2
,2352-4928,4.5,Q2
0957-4530,1573-4838,4.5,Q2
1178-2595,1179-1993,4.5,Q1
,2689-8381,4.5,Q1
,2516-4236,4.5,Q2
0954-4224,1475-2700,4.5,Q1
2524-7980,2524-7891,4.5,Q2
2095-0179,2095-0187,4.5,Q2
0079-6107,1873-1732,4.5,Q1
,2731-9229,4.5,Q2
,2673-1592,4.5,Q2
1179-7282,1179-7282,4.5,Q2
2367-3192,2367-3192,4.5,Q1
1687-8787,1687-8795,4.5,Q2
0048-7554,2191-0308,4.5,Q1
2633-6979,2633-6979,4.5,Q2
1949-1034,1949-1042,4.5,Q2
0009-921X,1528-1132,4.4,Q1
2380-8985,2380-8977,4.4,Q1
0022-5223,1097-685X,4.4,Q1
1697-2600,2174-0852,4.4,Q1
1449-9789,1449-9789,4.4,Q1
,2234-2451,4.4,Q1
,2524-4671,4.4,Q1
0378-4754,1872-7166,4.4,Q1
1132-0559,2173-4712,4.4,Q1
2095-6355,2197-5620,4.4,Q1
1537-4416,1537-4424,4.4,Q1
2095-3119,2352-3425,4.4,Q1
0142-159X,1466-187X,4.4,Q1
0955-3959,1873-4758,4.4,Q1
1438-4639,1618-131X,4.4,Q1
0022-4375,1879-1247,4.4,Q1
1044-3983,1531-5487,4.4,Q1
2213-0780,2213-0799,4.4,Q1
0141-1187,1879-1549,4.4,Q1
0022-3751,1469-7793,4.4,Q1
1464-4096,1464-410X,4.4,Q1
1089-7801,1941-0131,4.4,Q1
0022-0302,1525-3198,4.4,Q1
0001-4826,1558-7967,4.4,Q1
,1746-4811,4.4,Q1
1462-0324,1462-0332,4.4,Q1
2046-4177,2056-8487,4.4,Q1
0049-0172,1532-866X,4.4,Q1
,2352-8729,4.4,Q1
1355-6037,1468-201X,4.4,Q1
1369-8478,1873-5517,4.4,Q1
0006-3207,1873-2917,4.4,Q1
2047-2994,2047-2994,4.4,Q1
0721-7595,1435-8107,4.4,Q1
2210-5395,2210-5409,4.4,Q2
1868-7075,1868-7083,4.4,Q1
1754-2731,1754-274X,4.4,Q2
0169-8095,1873-2895,4.4,Q2
2043-9377,2043-9385,4.4,Q1
1536-1241,1558-2639,4.4,Q1
2666-6375,2666-6367,4.4,Q1
2097-4132,2772-7351,4.4,Q1
1090-0241,1943-5606,4.4,Q1
0169-5002,1872-8332,4.4,Q1
2150-1203,2150-1211,4.4,Q1
1478-0887,1478-0895,4.4,Q1
2039-4705,2039-4713,4.4,Q1
1867-1306,1867-1314,4.4,Q1
8756-9728,1938-9507,4.4,Q2
,2632-1009,4.4,Q1
,2634-3916,4.4,Q1
1665-2681,1665-2681,4.4,Q1
2405-805X,2405-805X,4.4,Q1
1463-5771,1758-4094,4.4,Q2
1932-8184,1937-9234,4.4,Q1
,2504-2289,4.4,Q1
1644-9665,2083-3318,4.4,Q1
1545-598X,1558-0571,4.4,Q1
2049-372X,2049-3738,4.4,Q1
2522-0691,2522-0705,4.4,Q2
1177-1062,1179-2000,4.4,Q1
1089-7798,1558-2558,4.4,Q2
0957-1787,1878-4356,4.4,Q2
1548-3568,1548-3576,4.4,Q1
0169-7722,1873-6009,4.4,Q1
2754-6969,2754-6977,4.4,Q2
1063-0732,1466-1853,4.4,Q1
2095-2899,2227-5223,4.4,Q1
2055-6225,2055-6225,4.4,Q2
,2673-3439,4.4,Q1
2331-7019,2331-7019,4.4,Q2
2524-4906,2524-4914,4.4,Q2
,2072-6694,4.4,Q2
2168-2372,2168-2372,4.4,Q2
2319-4170,2320-2890,4.4,Q2
1499-3872,2352-9377,4.4,Q1
,1365-2907,4.4,Q1
0098-3004,1873-7803,4.4,Q1
2399-1399,2399-1402,4.4,Q2
0737-0024,1532-7051,4.4,Q1
0191-2917,1943-7692,4.4,Q1
1472-8222,1744-7631,4.4,Q1
1350-7540,1473-6551,4.4,Q1
,2253-1556,4.4,Q2
2044-5040,2044-5040,4.4,Q2
,2666-8459,4.4,Q2
2196-7350,2196-7350,4.4,Q2
,2164-2583,4.4,Q2
2168-2291,2168-2305,4.4,Q2
2694-247X,2694-247X,4.4,Q2
,2754-7000,4.4,Q2
0212-1867,1989-3574,4.4,Q2
1687-9422,1687-9430,4.4,Q2
0896-8446,1872-8162,4.4,Q2
,2673-6209,4.4,Q2
1552-4868,1552-4876,4.4,Q1
2154-1264,2154-1272,4.4,Q2
2699-9307,2699-9307,4.4,Q2
,2076-3271,4.4,Q1
2333-9691,2333-9691,4.3,Q1
0267-1905,1471-6356,4.3,Q1
1683-3511,1683-6154,4.3,Q1
0014-4029,2163-5560,4.3,Q1
,1309-517X,4.3,Q1
1940-1612,1940-1620,4.3,Q1
1461-4448,1461-7315,4.3,Q1
0021-9355,1535-1386,4.3,Q1
1754-9426,1754-9434,4.3,Q1
1759-8478,1759-8486,4.3,Q1
0095-4543,1558-299X,4.3,Q1
1470-0328,1471-0528,4.3,Q1
1859-0020,2632-5330,4.3,Q1
1555-0265,1555-0273,4.3,Q1
1573-9414,1574-0277,4.3,Q1
2305-6983,2009-8774,4.3,Q1
0166-445X,1879-1514,4.3,Q1
0939-6411,1873-3441,4.3,Q1
0012-1622,1469-8749,4.3,Q1
,1464-0597,4.3,Q1
,2524-7948,4.3,Q1
0308-5147,1469-5766,4.3,Q1
1201-9712,1878-3511,4.3,Q1
1532-0456,1878-1659,4.3,Q1
,1478-4491,4.3,Q1
2199-3971,2199-398X,4.3,Q1
0016-7363,1538-4632,4.3,Q1
1041-6102,1741-203X,4.3,Q1
0011-5029,1557-8194,4.3,Q1
1070-6631,1089-7666,4.3,Q1
0355-3140,1795-990X,4.3,Q1
0276-3478,1098-108X,4.3,Q1
0893-7648,1559-1182,4.3,Q1
0012-9658,1939-9170,4.3,Q1
1046-2023,1095-9130,4.3,Q1
0785-3890,1365-2060,4.3,Q1
2662-2289,2662-2297,4.3,Q1
,2522-5782,4.3,Q1
1744-9480,1744-9499,4.3,Q1
0340-6245,2567-689X,4.3,Q1
2097-0226,2765-8619,4.3,Q1
1051-0761,1939-5582,4.3,Q1
1110-8665,2090-4754,4.3,Q2
1473-9542,1479-7364,4.3,Q1
,2644-1284,4.3,Q2
2047-2978,2047-2986,4.3,Q1
1943-0620,1943-0639,4.3,Q1
1868-4483,1868-601X,4.3,Q1
0950-5849,1873-6025,4.3,Q1
0144-8609,1873-5614,4.3,Q1
0969-2126,1878-4186,4.3,Q1
,2056-3485,4.3,Q1
1347-9032,1349-7006,4.3,Q2
1866-9956,1866-9964,4.3,Q1
2235-0640,2235-0802,4.3,Q2
0140-3664,1873-703X,4.3,Q2
2182-8458,2182-8466,4.3,Q1
,1480-9222,4.3,Q1
1078-0998,1536-4844,4.3,Q1
,2192-113X,4.3,Q2
1138-7548,1877-8755,4.3,Q1
1939-4551,1939-4551,4.3,Q2
1674-2370,2405-8106,4.3,Q1
,2690-0637,4.3,Q1
1040-8711,1531-6963,4.3,Q1
,2057-2107,4.3,Q1
2214-790X,2214-7918,4.3,Q2
1083-4389,1523-5378,4.3,Q1
1436-6207,1436-6215,4.3,Q1
0531-5565,1873-6815,4.3,Q1
1297-319X,1778-7254,4.3,Q1
0892-9912,1573-7047,4.3,Q2
2352-0124,2352-0124,4.3,Q1
,2511-9044,4.3,Q1
,2399-5300,4.3,Q1
,2694-2437,4.3,Q2
2092-7355,2092-7363,4.3,Q2
0891-1762,1528-6975,4.3,Q2
,1482-1826,4.3,Q1
,2632-3338,4.3,Q2
1848-7718,1848-7718,4.3,Q1
2190-5452,2190-5479,4.3,Q1
0143-974X,1873-5983,4.3,Q1
0267-8357,1464-3804,4.3,Q1
2043-0795,2043-0809,4.3,Q1
0022-1317,1465-2099,4.3,Q1
2589-014X,2589-014X,4.3,Q1
,2667-3053,4.3,Q2
2296-634X,2296-634X,4.3,Q1
0175-7598,1432-0614,4.3,Q1
0305-0548,1873-765X,4.3,Q1
0724-8741,1573-904X,4.3,Q1
2053-1583,2053-1583,4.3,Q2
0929-5593,1573-7527,4.3,Q2
0955-0674,1879-0410,4.3,Q2
0905-6947,1600-0668,4.3,Q1
0898-2104,1532-2394,4.3,Q1
1384-5810,1573-756X,4.3,Q2
1246-0125,2116-7052,4.3,Q1
1363-0539,1479-1846,4.3,Q2
1533-2861,1533-287X,4.3,Q2
1022-1336,1521-3927,4.3,Q2
2468-3124,2468-3124,4.3,Q1
1471-678X,1471-6798,4.3,Q1
0171-9335,1618-1298,4.3,Q2
0885-8624,2052-1189,4.3,Q2
,2673-6217,4.3,Q1
2196-4092,2196-4092,4.3,Q1
1674-2001,2210-4291,4.3,Q2
0264-6021,1470-8728,4.3,Q2
2470-1343,2470-1343,4.3,Q2
0009-2509,1873-4405,4.3,Q2
,2079-4991,4.3,Q2
,2515-7639,4.3,Q2
1861-2776,1861-2784,4.3,Q2
1566-7367,1873-3905,4.3,Q2
0883-9514,1087-6545,4.3,Q2
2667-0224,2667-0224,4.3,Q2
,2753-1457,4.3,Q2
1557-1955,1557-1963,4.3,Q2
2330-1635,2330-1643,4.3,Q1
,2694-2445,4.3,Q2
1600-0889,1600-0889,4.3,Q2
0734-242X,1096-3669,4.3,Q2
0300-5127,1470-8752,4.3,Q2
0147-5185,1532-0979,4.2,Q1
0142-6001,1477-450X,4.2,Q1
0002-9394,1879-1891,4.2,Q1
2160-6056,2160-6064,4.2,Q1
1042-1629,1556-6501,4.2,Q1
1449-3098,1449-5554,4.2,Q1
0032-5791,1525-3171,4.2,Q1
0304-4130,1475-6765,4.2,Q1
0023-8333,1467-9922,4.2,Q1
0260-6917,1532-2793,4.2,Q1
1572-3089,1878-0962,4.2,Q1
1751-7311,1751-732X,4.2,Q1
1557-0576,1557-0584,4.2,Q1
0025-7125,1557-9859,4.2,Q1
0023-6837,1530-0307,4.2,Q1
2724-6051,2724-6442,4.2,Q1
0884-8734,1525-1497,4.2,Q1
,1757-2215,4.2,Q1
0969-9546,1473-5695,4.2,Q1
1471-4892,1471-4973,4.2,Q1
,2372-966X,4.2,Q1
0304-4238,1879-1018,4.2,Q1
0010-440X,1532-8384,4.2,Q1
0021-857X,1477-9552,4.2,Q1
1016-9040,1878-531X,4.2,Q1
1366-9516,1472-4642,4.2,Q1
0889-8529,1558-4410,4.2,Q2
2694-6416,2694-6424,4.2,Q1
0048-3486,1758-6933,4.2,Q1
0040-5752,1432-2242,4.2,Q1
0363-907X,1099-114X,4.2,Q1
2193-8210,2190-9172,4.2,Q1
0014-4886,1090-2430,4.2,Q1
1994-0416,1994-0424,4.2,Q1
2405-9595,2405-9595,4.2,Q2
0007-070X,1758-4108,4.2,Q1
0256-307X,1741-3540,4.2,Q1
1382-6689,1872-7077,4.2,Q1
1949-2715,1949-2723,4.2,Q1
2638-6135,2638-6135,4.2,Q1
0034-3404,1360-0591,4.2,Q1
1959-0318,1876-0988,4.2,Q2
,2643-1564,4.2,Q1
1471-2180,1471-2180,4.2,Q2
1382-4147,1573-7322,4.2,Q1
0016-0032,1879-2693,4.2,Q1
1985-2517,2042-5856,4.2,Q1
0340-0204,1437-4358,4.2,Q1
1750-2640,1750-2659,4.2,Q1
1366-2716,1469-8390,4.2,Q1
0997-7538,1873-7285,4.2,Q1
0262-8856,1872-8138,4.2,Q1
0925-3467,1873-1252,4.2,Q1
0309-1708,1872-9657,4.2,Q1
0007-215X,1845-5859,4.2,Q1
1523-4614,1526-5498,4.2,Q2
0272-4391,1098-2299,4.2,Q1
2363-8419,2363-8427,4.2,Q1
1383-5742,1388-2139,4.2,Q1
1058-9759,1477-2671,4.2,Q1
1083-7159,1549-490X,4.2,Q2
1867-0717,1866-8887,4.2,Q2
0939-3889,1876-4436,4.2,Q1
,2572-3170,4.2,Q2
0312-8008,1839-3942,4.2,Q1
0963-1690,1467-8691,4.2,Q2
2629-3269,2629-3277,4.2,Q2
0723-2020,1618-0984,4.2,Q2
0143-7208,1873-3743,4.2,Q1
0946-2716,1432-1440,4.2,Q1
,2224-2708,4.2,Q2
,2076-2607,4.2,Q2
0925-4439,1879-260X,4.2,Q1
1435-9529,1435-9537,4.2,Q1
0892-6638,1530-6860,4.2,Q1
1613-4125,1613-4133,4.2,Q2
0378-7796,1873-2046,4.2,Q2
1582-1838,1582-4934,4.2,Q2
,1476-511X,4.2,Q1
1625-8312,1624-6039,4.2,Q2
2214-5796,2214-5796,4.2,Q1
1069-031X,1547-7215,4.2,Q2
2168-0396,2168-0418,4.2,Q1
2468-4511,2468-4511,4.2,Q2
0959-3993,1573-0972,4.2,Q2
2093-596X,2093-5978,4.2,Q2
0887-4417,2380-2057,4.2,Q2
1758-8340,1758-8359,4.2,Q2
0011-3530,1944-785X,4.2,Q1
1387-585X,1573-2975,4.2,Q2
,2666-5441,4.2,Q1
1742-464X,1742-4658,4.2,Q2
2052-0034,2052-0034,4.2,Q1
2225-0719,2310-8819,4.2,Q1
2073-431X,2073-431X,4.2,Q2
1359-7345,1364-548X,4.2,Q2
0962-9351,1466-1861,4.2,Q2
0921-8831,1568-5527,4.2,Q2
1388-2481,1873-1902,4.2,Q2
0145-8884,1745-4514,4.2,Q2
2165-0373,2165-0381,4.2,Q1
0953-2048,1361-6668,4.2,Q2
2211-7156,2211-7156,4.2,Q2
2044-4753,2044-4761,4.2,Q2
0950-4230,1873-3352,4.2,Q2
2296-2646,2296-2646,4.2,Q2
,2673-4079,4.2,Q2
1059-0161,1573-7756,4.1,Q1
1538-6473,1745-9133,4.1,Q1
0887-378X,1468-0009,4.1,Q1
2329-9460,2329-9037,4.1,Q1
1871-5192,1878-1799,4.1,Q1
1931-7913,1931-7913,4.1,Q1
1094-3501,,4.1,Q1
1473-8376,,4.1,Q1
1612-4758,1612-4766,4.1,Q1
1521-6934,1532-1932,4.1,Q1
1075-5470,1552-8545,4.1,Q1
0022-4405,1873-3506,4.1,Q1
0034-0553,1936-2722,4.1,Q1
1751-570X,1878-7460,4.1,Q1
0022-4871,1552-7816,4.1,Q1
0273-4753,1552-6550,4.1,Q1
2167-7026,2167-7034,4.1,Q1
1496-4155,1708-8240,4.1,Q1
0955-7997,1873-197X,4.1,Q1
2287-4208,2287-4690,4.1,Q1
1533-5399,1557-6051,4.1,Q1
0891-5520,1557-9824,4.1,Q1
0090-8258,1095-6859,4.1,Q1
